timestamp,amf_session_value,bearers_active_value,fivegs_amffunction_amf_authreject_value,fivegs_amffunction_amf_authreq_value,fivegs_amffunction_mm_confupdate_value,fivegs_amffunction_mm_confupdatesucc_value,fivegs_amffunction_mm_paging5greq_value,fivegs_amffunction_mm_paging5gsucc_value,fivegs_amffunction_rm_regemergreq_value,fivegs_amffunction_rm_regemergsucc_value,fivegs_amffunction_rm_reginitreq_value,fivegs_amffunction_rm_reginitsucc_value,fivegs_amffunction_rm_registeredsubnbr_value,fivegs_amffunction_rm_regmobreq_value,fivegs_amffunction_rm_regmobsucc_value,fivegs_amffunction_rm_regperiodreq_value,fivegs_amffunction_rm_regperiodsucc_value,fivegs_ep_n3_gtp_indatapktn3upf_value,fivegs_ep_n3_gtp_outdatapktn3upf_value,fivegs_pcffunction_pa_policyamassoreq_value,fivegs_pcffunction_pa_policyamassosucc_value,fivegs_pcffunction_pa_policysmassoreq_value,fivegs_pcffunction_pa_policysmassosucc_value,fivegs_pcffunction_pa_sessionnbr_value,fivegs_smffunction_sm_n4sessionestabreq_value,fivegs_smffunction_sm_n4sessionreport_value,fivegs_smffunction_sm_n4sessionreportsucc_value,fivegs_smffunction_sm_pdusessioncreationreq_value,fivegs_smffunction_sm_pdusessioncreationsucc_value,fivegs_smffunction_sm_qos_flow_nbr_value,fivegs_smffunction_sm_sessionnbr_value,fivegs_upffunction_sm_n4sessionestabreq_value,fivegs_upffunction_sm_n4sessionreport_value,fivegs_upffunction_sm_n4sessionreportsucc_value,fivegs_upffunction_upf_qosflows_value,fivegs_upffunction_upf_sessionnbr_value,gn_rx_createpdpcontextreq_value,gn_rx_deletepdpcontextreq_value,gn_rx_parse_failed_value,gnb_value,gtp1_pdpctxs_active_value,gtp2_sessions_active_value,gtp_new_node_failed_value,gtp_peers_active_value,process_cpu_seconds_total_value,process_max_fds_value,process_open_fds_value,process_resident_memory_bytes_value,process_start_time_seconds_value,process_virtual_memory_bytes_value,process_virtual_memory_max_bytes_value,ran_ue_value,s5c_rx_createsession_value,s5c_rx_parse_failed_value,application,log_type,current_uc
2025-04-11 14:42:30,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.988,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:31,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.988,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:32,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.988,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:33,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.988,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:34,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.99,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:35,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.99,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:36,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.99,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:37,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.99,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:38,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.99,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:39,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.992,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:40,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.992,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:41,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.992,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:42,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.992,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:43,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.992,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:44,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.994,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:45,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.994,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:46,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.994,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:47,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.994,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:48,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.994,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:49,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.998000000000001,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:50,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.998000000000001,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:51,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.998000000000001,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:52,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.998000000000001,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:53,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.998000000000001,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:54,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.998000000000001,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:55,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.998000000000001,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:56,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.998000000000001,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:57,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,registration,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,number_of_sessions_or_ues,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,nothing,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,registration,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,number_of_sessions_or_ues,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,gmm,registration,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,gmm,registration,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,gmm,registration,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,registration,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,nothing,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,nothing,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,registration,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,remove,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,amf,remove,uc6
2025-04-11 14:42:58,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,udm,registration,uc6
2025-04-11 14:42:59,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:43:00,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.001999999999999,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:43:01,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.001999999999999,1048576.0,21.2,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:43:02,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.004000000000001,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:43:03,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.004000000000001,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:43:04,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.004000000000001,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:43:05,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.004000000000001,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-11 14:43:06,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.004000000000001,1048576.0,21.0,52657356.8,364474243.906,1151508480.0,-1.0,0.0,0.0,0.0,0,0,uc6
