timestamp,amf_session_value,bearers_active_value,fivegs_amffunction_amf_authreject_value,fivegs_amffunction_amf_authreq_value,fivegs_amffunction_mm_confupdate_value,fivegs_amffunction_mm_confupdatesucc_value,fivegs_amffunction_mm_paging5greq_value,fivegs_amffunction_mm_paging5gsucc_value,fivegs_amffunction_rm_regemergreq_value,fivegs_amffunction_rm_regemergsucc_value,fivegs_amffunction_rm_reginitreq_value,fivegs_amffunction_rm_reginitsucc_value,fivegs_amffunction_rm_regmobreq_value,fivegs_amffunction_rm_regmobsucc_value,fivegs_amffunction_rm_regperiodreq_value,fivegs_amffunction_rm_regperiodsucc_value,fivegs_ep_n3_gtp_indatapktn3upf_value,fivegs_ep_n3_gtp_outdatapktn3upf_value,fivegs_smffunction_sm_n4sessionestabreq_value,fivegs_smffunction_sm_n4sessionreport_value,fivegs_smffunction_sm_n4sessionreportsucc_value,fivegs_upffunction_sm_n4sessionestabreq_value,fivegs_upffunction_sm_n4sessionreport_value,fivegs_upffunction_sm_n4sessionreportsucc_value,fivegs_upffunction_upf_sessionnbr_value,gn_rx_createpdpcontextreq_value,gn_rx_deletepdpcontextreq_value,gn_rx_parse_failed_value,gnb_value,gtp1_pdpctxs_active_value,gtp2_sessions_active_value,gtp_new_node_failed_value,gtp_peers_active_value,process_cpu_seconds_total_value,process_max_fds_value,process_open_fds_value,process_resident_memory_bytes_value,process_start_time_seconds_value,process_virtual_memory_bytes_value,process_virtual_memory_max_bytes_value,ran_ue_value,s5c_rx_createsession_value,s5c_rx_parse_failed_value,application,log_type,current_uc
2025-04-20 14:41:39,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.108,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:40,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.108,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:41,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.11,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:42,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.11,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:43,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.11,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:44,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.11,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:45,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.112,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:46,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,amf,nothing,uc6
2025-04-20 14:41:46,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,amf,number_of_sessions_or_ues,uc6
2025-04-20 14:41:46,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,amf,registration,uc6
2025-04-20 14:41:46,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,amf,remove,uc6
2025-04-20 14:41:46,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,gmm,registration,uc6
2025-04-20 14:41:46,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,180.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,udm,registration,uc6
2025-04-20 14:41:47,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:48,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:49,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:50,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:51,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:52,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:53,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.114,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:54,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.116,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:55,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.116,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:56,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.118,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:57,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.118,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:58,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.118,1048576.0,21.0,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:41:59,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.118,1048576.0,21.2,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:00,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.118,1048576.0,21.2,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:01,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.118,1048576.0,21.2,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:02,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.118,1048576.0,21.2,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:03,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.120000000000001,1048576.0,21.2,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:04,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.120000000000001,1048576.0,21.2,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:05,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.120000000000001,1048576.0,21.2,51834060.8,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:06,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.120000000000001,1048576.0,21.2,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:07,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.120000000000001,1048576.0,21.2,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:08,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.120000000000001,1048576.0,21.2,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:09,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.120000000000001,1048576.0,21.0,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:10,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.122,1048576.0,21.0,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:11,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.124,1048576.0,21.0,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:12,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.124,1048576.0,21.0,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:13,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.124,1048576.0,21.0,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:14,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.124,1048576.0,21.0,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:15,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.124,1048576.0,21.0,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:16,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.124,1048576.0,21.0,51860275.2,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:17,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.124,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:18,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.126,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:19,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.325999999999999,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:20,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.325999999999999,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:21,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.325999999999999,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:22,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.325999999999999,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:23,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.325999999999999,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:24,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.328,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:25,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.328,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
2025-04-20 14:42:26,4.0,4.0,0.0,176.0,172.0,0.0,0.0,0.0,0.0,0.0,181.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,4.0,0.0,0.0,0.0,172.0,172.0,172.0,4.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.328,1048576.0,21.0,51886489.6,349034170.816,1150977638.4,-1.0,0.0,0.0,0.0,0,0,uc6
